### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
B    |   59.185 |   59.366 |   59.123 |   59.370 ||   +0.31   -0.10   +0.31
C    |   35.806 |   36.051 |   35.828 |   36.053 ||   +0.69   +0.06   +0.69
D    |   12.906 |   17.875 |   12.904 |   17.872 ||  +38.50   -0.02  +38.47
E    |   14.745 |   17.867 |   14.751 |   17.867 ||  +21.18   +0.04  +21.17
F    |   20.854 |   23.892 |   20.806 |   23.894 ||  +14.57   -0.23  +14.57
R1   |   26.113 |   27.136 |   26.185 |   27.230 ||   +3.92   +0.27   +4.28
R2   |   25.323 |   26.741 |   25.387 |   26.765 ||   +5.60   +0.25   +5.69
R3   |   24.841 |   26.482 |   24.880 |   26.498 ||   +6.61   +0.16   +6.67
R4   |   24.549 |   26.311 |   24.584 |   26.349 ||   +7.18   +0.14   +7.33
R6   |   23.973 |   26.088 |   24.004 |   26.095 ||   +8.82   +0.13   +8.85
### p-g4-m4s4h : g4 m4s4h g4 m4s4h
mix  |     g4_0 |  m4s4h_1 |     g4_2 |  m4s4h_3 || m4s4h_1%    g4_2% m4s4h_3%
A    |   24.611 |   24.557 |   24.610 |   24.470 ||   -0.22   -0.00   -0.57
B    |   59.450 |   59.244 |   59.378 |   59.336 ||   -0.35   -0.12   -0.19
C    |   36.113 |   35.870 |   36.136 |   36.169 ||   -0.67   +0.06   +0.16
D    |   17.870 |   12.933 |   17.859 |   12.932 ||  -27.62   -0.06  -27.63
E    |   17.870 |   15.425 |   17.861 |   15.392 ||  -13.68   -0.05  -13.87
F    |   23.889 |   25.255 |   23.883 |   25.215 ||   +5.72   -0.03   +5.55
R1   |   27.218 |   28.836 |   27.175 |   28.836 ||   +5.94   -0.16   +5.94
R2   |   26.758 |   29.280 |   26.742 |   29.293 ||   +9.42   -0.06   +9.47
R3   |   26.476 |   29.441 |   26.460 |   29.458 ||  +11.20   -0.06  +11.27
R4   |   26.320 |   29.531 |   26.312 |   29.553 ||  +12.20   -0.03  +12.28
R6   |   26.097 |   29.685 |   26.096 |   29.708 ||  +13.75   -0.00  +13.84
mix  |     g4_0 |  m4s4h_1 |     g4_2 |  m4s4h_3 || m4s4h_1%    g4_2% m4s4h_3%
A    |   24.587 |   24.520 |   24.630 |   24.480 ||   -0.27   +0.17   -0.44
B    |   59.382 |   59.212 |   59.425 |   59.307 ||   -0.29   +0.07   -0.13
C    |   36.105 |   35.848 |   36.141 |   36.193 ||   -0.71   +0.10   +0.24
D    |   17.868 |   12.932 |   17.872 |   12.932 ||  -27.63   +0.02  -27.62
E    |   17.862 |   15.408 |   17.859 |   15.403 ||  -13.74   -0.02  -13.77
F    |   23.878 |   25.236 |   23.879 |   25.230 ||   +5.69   +0.00   +5.66
R1   |   27.237 |   28.815 |   27.186 |   28.847 ||   +5.80   -0.19   +5.91
R2   |   26.761 |   29.267 |   26.750 |   29.292 ||   +9.36   -0.04   +9.46
R3   |   26.478 |   29.427 |   26.473 |   29.452 ||  +11.14   -0.02  +11.23
R4   |   26.328 |   29.536 |   26.293 |   29.551 ||  +12.18   -0.13  +12.24
R6   |   26.104 |   29.668 |   26.096 |   29.679 ||  +13.65   -0.03  +13.69
### p-m4s4h-g4 : m4s4h g4 m4s4h g4
mix  |  m4s4h_0 |     g4_1 |  m4s4h_2 |     g4_3 ||    g4_1% m4s4h_2%    g4_3%
A    |   24.475 |   24.631 |   24.616 |   24.586 ||   +0.64   +0.58   +0.45
B    |   59.296 |   59.407 |   59.318 |   59.374 ||   +0.19   +0.04   +0.13
C    |   35.861 |   36.153 |   36.062 |   36.066 ||   +0.82   +0.56   +0.57
D    |   12.933 |   17.872 |   12.930 |   17.867 ||  +38.20   -0.02  +38.15
E    |   15.409 |   17.874 |   15.397 |   17.863 ||  +16.00   -0.08  +15.93
F    |   25.246 |   23.893 |   25.256 |   23.908 ||   -5.36   +0.04   -5.30
R1   |   28.855 |   27.191 |   28.852 |   27.189 ||   -5.77   -0.01   -5.77
R2   |   29.289 |   26.747 |   29.315 |   26.757 ||   -8.68   +0.09   -8.65
R3   |   29.467 |   26.479 |   29.466 |   26.469 ||  -10.14   -0.00  -10.17
R4   |   29.564 |   26.312 |   29.561 |   26.325 ||  -11.00   -0.01  -10.95
R6   |   29.972 |   26.073 |   29.691 |   26.082 ||  -13.01   -0.94  -12.98
mix  |  m4s4h_0 |     g4_1 |  m4s4h_2 |     g4_3 ||    g4_1% m4s4h_2%    g4_3%
A    |   24.455 |   24.685 |   24.580 |   24.633 ||   +0.94   +0.51   +0.73
B    |   59.200 |   59.402 |   59.302 |   59.339 ||   +0.34   +0.17   +0.23
C    |   35.947 |   36.139 |   36.055 |   36.051 ||   +0.54   +0.30   +0.29
D    |   12.930 |   17.860 |   12.931 |   17.875 ||  +38.12   +0.01  +38.24
E    |   15.414 |   17.866 |   15.406 |   17.862 ||  +15.91   -0.05  +15.88
F    |   25.241 |   23.889 |   25.308 |   23.888 ||   -5.36   +0.27   -5.36
R1   |   28.859 |   27.214 |   28.864 |   27.204 ||   -5.70   +0.02   -5.74
R2   |   29.294 |   26.737 |   29.310 |   26.715 ||   -8.73   +0.05   -8.81
R3   |   29.468 |   26.473 |   29.463 |   26.444 ||  -10.16   -0.02  -10.26
R4   |   29.554 |   26.320 |   29.559 |   26.307 ||  -10.94   +0.02  -10.98
R6   |   29.701 |   26.088 |   29.690 |   26.070 ||  -12.17   -0.04  -12.23
### p-g4p8-t4p8 : g4p8 t4p8 g4p8 t4p8
mix  |   g4p8_0 |   t4p8_1 |   g4p8_2 |   t4p8_3 ||  t4p8_1%  g4p8_2%  t4p8_3%
A    |   24.256 |   22.977 |   24.239 |   23.157 ||   -5.27   -0.07   -4.53
B    |   59.789 |   59.115 |   59.741 |   59.251 ||   -1.13   -0.08   -0.90
C    |   36.182 |   35.685 |   36.036 |   35.701 ||   -1.37   -0.40   -1.33
D    |   17.888 |   12.886 |   17.869 |   12.898 ||  -27.96   -0.11  -27.89
E    |   17.894 |   14.270 |   17.867 |   14.723 ||  -20.25   -0.15  -17.72
F    |   21.997 |   21.009 |   21.901 |   21.039 ||   -4.49   -0.44   -4.36
R1   |   26.205 |   26.129 |   26.071 |   26.098 ||   -0.29   -0.51   -0.41
R2   |   25.434 |   25.396 |   25.263 |   25.304 ||   -0.15   -0.67   -0.51
R3   |   24.909 |   24.919 |   24.755 |   24.814 ||   +0.04   -0.62   -0.38
R4   |   24.632 |   24.628 |   24.490 |   24.525 ||   -0.02   -0.58   -0.44
R6   |   24.073 |   24.060 |   23.946 |   23.963 ||   -0.05   -0.53   -0.46
mix  |   g4p8_0 |   t4p8_1 |   g4p8_2 |   t4p8_3 ||  t4p8_1%  g4p8_2%  t4p8_3%
A    |   24.261 |   23.035 |   24.224 |   23.617 ||   -5.06   -0.15   -2.65
B    |   59.827 |   59.075 |   59.749 |   59.205 ||   -1.26   -0.13   -1.04
C    |   36.202 |   35.682 |   36.044 |   35.695 ||   -1.44   -0.44   -1.40
D    |   17.890 |   12.883 |   17.863 |   12.899 ||  -27.98   -0.15  -27.90
E    |   17.889 |   14.285 |   17.865 |   14.744 ||  -20.15   -0.13  -17.58
F    |   22.029 |   21.019 |   21.896 |   21.069 ||   -4.58   -0.60   -4.36
R1   |   26.185 |   26.146 |   26.065 |   26.089 ||   -0.15   -0.46   -0.37
R2   |   25.420 |   25.390 |   25.251 |   25.302 ||   -0.12   -0.66   -0.47
R3   |   24.926 |   24.926 |   24.773 |   24.804 ||   -0.00   -0.62   -0.49
R4   |   24.627 |   24.631 |   24.493 |   24.507 ||   +0.01   -0.55   -0.49
R6   |   24.062 |   24.057 |   23.930 |   23.962 ||   -0.02   -0.55   -0.41
### p-t4p8-g4p8 : t4p8 g4p8 t4p8 g4p8
mix  |   t4p8_0 |   g4p8_1 |   t4p8_2 |   g4p8_3 ||  g4p8_1%  t4p8_2%  g4p8_3%
A    |   22.806 |   24.406 |   22.563 |   24.224 ||   +7.01   -1.07   +6.22
B    |   59.230 |   59.818 |   59.084 |   59.709 ||   +0.99   -0.25   +0.81
C    |   35.784 |   36.074 |   35.590 |   36.113 ||   +0.81   -0.54   +0.92
D    |   12.908 |   17.894 |   12.886 |   17.874 ||  +38.62   -0.17  +38.47
E    |   14.758 |   17.893 |   14.263 |   17.875 ||  +21.25   -3.35  +21.12
F    |   20.841 |   21.948 |   20.755 |   21.862 ||   +5.31   -0.41   +4.90
R1   |   26.129 |   26.266 |   26.123 |   26.188 ||   +0.52   -0.02   +0.23
R2   |   25.317 |   25.471 |   25.353 |   25.328 ||   +0.61   +0.14   +0.04
R3   |   24.818 |   24.968 |   24.885 |   24.846 ||   +0.60   +0.27   +0.11
R4   |   24.538 |   24.685 |   24.614 |   24.536 ||   +0.60   +0.31   -0.01
R6   |   23.973 |   24.099 |   24.039 |   23.965 ||   +0.52   +0.27   -0.04
mix  |   t4p8_0 |   g4p8_1 |   t4p8_2 |   g4p8_3 ||  g4p8_1%  t4p8_2%  g4p8_3%
A    |   22.892 |   24.368 |   22.579 |   24.269 ||   +6.45   -1.37   +6.01
B    |   59.225 |   59.815 |   59.108 |   59.733 ||   +1.00   -0.20   +0.86
C    |   35.794 |   36.050 |   35.610 |   36.146 ||   +0.72   -0.51   +0.98
D    |   12.909 |   17.895 |   12.884 |   17.859 ||  +38.62   -0.19  +38.35
E    |   14.763 |   17.889 |   14.243 |   17.867 ||  +21.18   -3.52  +21.03
F    |   20.853 |   21.952 |   20.740 |   21.863 ||   +5.27   -0.54   +4.85
R1   |   26.121 |   26.276 |   26.123 |   26.172 ||   +0.59   +0.01   +0.19
R2   |   25.311 |   25.463 |   25.386 |   25.327 ||   +0.60   +0.29   +0.06
R3   |   24.822 |   24.978 |   24.866 |   24.824 ||   +0.63   +0.18   +0.01
R4   |   24.552 |   24.684 |   24.592 |   24.526 ||   +0.54   +0.16   -0.10
R6   |   23.970 |   24.094 |   24.036 |   23.951 ||   +0.52   +0.28   -0.08
