### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
mix  |     t8_0 |     t7_1 |     t8_2 |     t7_3 ||    t7_1%    t8_2%    t7_3%
A    |   27.146 |   26.770 |   27.138 |   26.675 ||   -1.38   -0.03   -1.73
B    |   67.371 |   67.115 |   67.707 |   66.997 ||   -0.38   +0.50   -0.56
C    |   44.787 |   44.240 |   44.594 |   43.994 ||   -1.22   -0.43   -1.77
D    |   14.513 |   14.500 |   14.563 |   14.549 ||   -0.09   +0.34   +0.25
E    |   18.578 |   18.685 |   18.672 |   18.367 ||   +0.58   +0.50   -1.14
F    |   27.737 |   28.035 |   27.776 |   27.831 ||   +1.07   +0.14   +0.34
R1   |   28.002 |   28.192 |   27.960 |   28.343 ||   +0.68   -0.15   +1.21
R2   |   27.023 |   28.957 |   26.974 |   28.673 ||   +7.16   -0.18   +6.10
R3   |   27.130 |   28.990 |   27.093 |   28.932 ||   +6.86   -0.14   +6.64
R4   |   27.177 |   29.179 |   27.173 |   29.135 ||   +7.37   -0.02   +7.21
R6   |   27.237 |   29.544 |   27.333 |   29.435 ||   +8.47   +0.35   +8.07
