### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
F    |   22.886 |   22.255 |   22.872 |   22.518 ||   -2.76   -0.06   -1.61
R1   |   27.206 |   27.192 |   27.233 |   27.297 ||   -0.05   +0.10   +0.34
R2   |   26.743 |   26.747 |   26.791 |   26.899 ||   +0.02   +0.18   +0.59
R3   |   26.462 |   26.510 |   26.463 |   26.609 ||   +0.18   +0.00   +0.56
R4   |   26.313 |   26.357 |   26.353 |   26.423 ||   +0.17   +0.15   +0.42
R6   |   26.088 |   26.100 |   26.123 |   26.159 ||   +0.05   +0.14   +0.27
mix  |    s4h_0 |     t4_1 |    s4h_2 |     t4_3 ||    t4_1%   s4h_2%    t4_3%
A    |   24.363 |   23.871 |   24.307 |   24.051 ||   -2.02   -0.23   -1.28
B    |   58.898 |   58.722 |   58.810 |   58.791 ||   -0.30   -0.15   -0.18
C    |   35.895 |   35.596 |   35.651 |   35.856 ||   -0.83   -0.68   -0.11
D    |   12.929 |   12.898 |   12.922 |   12.903 ||   -0.24   -0.05   -0.21
E    |   15.455 |   14.840 |   15.333 |   14.817 ||   -3.98   -0.79   -4.12
F    |   22.901 |   22.272 |   22.889 |   22.510 ||   -2.75   -0.05   -1.71
R1   |   27.170 |   27.200 |   27.237 |   27.286 ||   +0.11   +0.25   +0.43
R2   |   26.776 |   26.763 |   26.774 |   26.907 ||   -0.05   -0.01   +0.49
R3   |   26.463 |   26.500 |   26.508 |   26.501 ||   +0.14   +0.17   +0.14
R4   |   26.302 |   26.365 |   26.345 |   26.421 ||   +0.24   +0.16   +0.45
R6   |   26.085 |   26.107 |   26.119 |   26.129 ||   +0.08   +0.13   +0.17
### p-m4s4h-s4h : m4s4h s4h m4s4h s4h
mix  |  m4s4h_0 |    s4h_1 |  m4s4h_2 |    s4h_3 ||   s4h_1% m4s4h_2%   s4h_3%
A    |   24.492 |   24.401 |   24.573 |   24.403 ||   -0.37   +0.33   -0.36
B    |   59.280 |   58.866 |   59.364 |   58.698 ||   -0.70   +0.14   -0.98
C    |   35.970 |   35.962 |   36.079 |   35.658 ||   -0.02   +0.30   -0.87
D    |   12.929 |   12.926 |   12.931 |   12.929 ||   -0.03   +0.02   -0.00
E    |   15.393 |   15.417 |   15.508 |   15.438 ||   +0.16   +0.75   +0.29
F    |   25.244 |   22.942 |   25.254 |   22.956 ||   -9.12   +0.04   -9.06
R1   |   28.831 |   27.210 |   28.849 |   27.295 ||   -5.62   +0.06   -5.33
R2   |   29.296 |   26.770 |   29.317 |   26.786 ||   -8.63   +0.07   -8.57
R3   |   29.458 |   26.498 |   29.467 |   26.505 ||  -10.05   +0.03  -10.02
R4   |   29.558 |   26.389 |   29.561 |   26.343 ||  -10.72   +0.01  -10.88
R6   |   29.812 |   26.113 |   29.699 |   26.096 ||  -12.41   -0.38  -12.47
mix  |  m4s4h_0 |    s4h_1 |  m4s4h_2 |    s4h_3 ||   s4h_1% m4s4h_2%   s4h_3%
A    |   24.471 |   24.397 |   24.503 |   24.359 ||   -0.30   +0.13   -0.45
B    |   59.278 |   58.769 |   59.430 |   58.834 ||   -0.86   +0.26   -0.75
C    |   35.970 |   35.806 |   36.077 |   35.625 ||   -0.46   +0.30   -0.96
D    |   12.932 |   12.928 |   12.932 |   12.928 ||   -0.03   -0.00   -0.03
E    |   15.400 |   15.435 |   15.505 |   15.449 ||   +0.23   +0.68   +0.32
F    |   25.236 |   22.955 |   25.253 |   22.978 ||   -9.04   +0.07   -8.95
R1   |   28.845 |   27.153 |   28.845 |   27.283 ||   -5.87   -0.00   -5.42
R2   |   29.301 |   26.781 |   29.328 |   26.792 ||   -8.60   +0.09   -8.56
R3   |   29.462 |   26.458 |   29.470 |   26.507 ||  -10.20   +0.03  -10.03
R4   |   29.555 |   26.338 |   29.565 |   26.340 ||  -10.89   +0.03  -10.88
R6   |   30.432 |   26.104 |   30.444 |   26.083 ||  -14.22   +0.04  -14.29
### p-s4h-m4s4h : s4h m4s4h s4h m4s4h
mix  |    s4h_0 |  m4s4h_1 |    s4h_2 |  m4s4h_3 || m4s4h_1%   s4h_2% m4s4h_3%
A    |   24.367 |   24.506 |   24.356 |   24.477 ||   +0.57   -0.04   +0.45
B    |   58.859 |   59.334 |   58.971 |   59.351 ||   +0.81   +0.19   +0.84
C    |   35.813 |   35.810 |   35.870 |   36.295 ||   -0.01   +0.16   +1.35
D    |   12.929 |   12.933 |   12.929 |   12.932 ||   +0.03   +0.00   +0.02
E    |   15.448 |   15.414 |   15.443 |   15.410 ||   -0.22   -0.03   -0.25
F    |   22.866 |   25.220 |   22.893 |   25.266 ||  +10.30   +0.12  +10.50
R1   |   27.196 |   28.820 |   27.177 |   28.824 ||   +5.97   -0.07   +5.99
R2   |   26.763 |   29.288 |   26.790 |   29.281 ||   +9.44   +0.10   +9.41
R3   |   26.488 |   29.433 |   26.490 |   29.434 ||  +11.12   +0.01  +11.12
R4   |   26.323 |   29.541 |   26.328 |   29.526 ||  +12.23   +0.02  +12.17
R6   |   26.087 |   29.702 |   26.102 |   29.821 ||  +13.85   +0.06  +14.31
mix  |    s4h_0 |  m4s4h_1 |    s4h_2 |  m4s4h_3 || m4s4h_1%   s4h_2% m4s4h_3%
A    |   24.339 |   24.546 |   24.320 |   24.528 ||   +0.85   -0.08   +0.77
B    |   58.881 |   59.314 |   58.903 |   59.316 ||   +0.74   +0.04   +0.74
C    |   35.778 |   35.896 |   35.882 |   36.281 ||   +0.33   +0.29   +1.41
D    |   12.928 |   12.928 |   12.930 |   12.931 ||   +0.00   +0.01   +0.02
E    |   15.445 |   15.403 |   15.439 |   15.417 ||   -0.27   -0.04   -0.18
F    |   22.873 |   25.268 |   22.879 |   25.254 ||  +10.47   +0.03  +10.41
R1   |   27.210 |   28.834 |   27.180 |   28.823 ||   +5.97   -0.11   +5.93
R2   |   26.768 |   29.288 |   26.765 |   29.270 ||   +9.42   -0.01   +9.35
R3   |   26.477 |   29.438 |   26.466 |   29.442 ||  +11.18   -0.04  +11.20
R4   |   26.314 |   29.542 |   26.343 |   29.537 ||  +12.27   +0.11  +12.25
R6   |   26.083 |   30.080 |   26.093 |   29.802 ||  +15.32   +0.04  +14.25
